digital_filename,analog_filename,analog_clean_filename,hour,minute,second
06_48_21_00060_dig_simple.png,06_48_21_00060_ana_dynamic_classic_white.png,06_48_21_00060_ana_clean_dynamic_classic_white.png,6,48,21
06_48_21_00061_dig_simple.png,06_48_21_00061_ana_dynamic_black_white.png,06_48_21_00061_ana_clean_dynamic_black_white.png,6,48,21
05_24_00_00062_dig_lcd.png,05_24_00_00062_ana_square_gold_luxury.png,05_24_00_00062_ana_clean_square_gold_luxury.png,5,24,0
22_53_40_00063_dig_segmented.png,22_53_40_00063_ana_dynamic_purple_elegant.png,22_53_40_00063_ana_clean_dynamic_purple_elegant.png,22,53,40
19_02_39_00064_dig_segmented.png,19_02_39_00064_ana_square_minimal_gray.png,19_02_39_00064_ana_clean_square_minimal_gray.png,19,2,39
04_27_11_00065_dig_simple.png,04_27_11_00065_ana_square_dark_modern.png,04_27_11_00065_ana_clean_square_dark_modern.png,4,27,11
23_59_56_00066_dig_segmented.png,23_59_56_00066_ana_square_classic_white.png,23_59_56_00066_ana_clean_square_classic_white.png,23,59,56
18_36_33_00067_dig_simple.png,18_36_33_00067_ana_dynamic_purple_elegant.png,18_36_33_00067_ana_clean_dynamic_purple_elegant.png,18,36,33
10_59_16_00068_dig_segmented.png,10_59_16_00068_ana_dynamic_classic_white.png,10_59_16_00068_ana_clean_dynamic_classic_white.png,10,59,16
20_04_38_00069_dig_segmented.png,20_04_38_00069_ana_dynamic_dark_modern.png,20_04_38_00069_ana_clean_dynamic_dark_modern.png,20,4,38
13_03_13_00070_dig_lcd.png,13_03_13_00070_ana_dynamic_gold_luxury.png,13_03_13_00070_ana_clean_dynamic_gold_luxury.png,13,3,13
08_55_30_00071_dig_simple.png,08_55_30_00071_ana_square_vintage_cream.png,08_55_30_00071_ana_clean_square_vintage_cream.png,8,55,30
07_44_30_00072_dig_simple.png,07_44_30_00072_ana_dynamic_classic_white.png,07_44_30_00072_ana_clean_dynamic_classic_white.png,7,44,30
13_53_17_00073_dig_lcd.png,13_53_17_00073_ana_dynamic_vintage_cream.png,13_53_17_00073_ana_clean_dynamic_vintage_cream.png,13,53,17
20_04_38_00074_dig_segmented.png,20_04_38_00074_ana_square_black_white.png,20_04_38_00074_ana_clean_square_black_white.png,20,4,38
22_18_35_00075_dig_simple.png,22_18_35_00075_ana_square_purple_elegant.png,22_18_35_00075_ana_clean_square_purple_elegant.png,22,18,35
19_51_58_00076_dig_segmented.png,19_51_58_00076_ana_dynamic_purple_elegant.png,19_51_58_00076_ana_clean_dynamic_purple_elegant.png,19,51,58
09_13_03_00077_dig_segmented.png,09_13_03_00077_ana_square_purple_elegant.png,09_13_03_00077_ana_clean_square_purple_elegant.png,9,13,3
05_37_16_00078_dig_lcd.png,05_37_16_00078_ana_square_green_nature.png,05_37_16_00078_ana_clean_square_green_nature.png,5,37,16
12_31_04_00079_dig_segmented.png,12_31_04_00079_ana_square_dark_modern.png,12_31_04_00079_ana_clean_square_dark_modern.png,12,31,4
08_35_00_00080_dig_segmented.png,08_35_00_00080_ana_dynamic_dark_modern.png,08_35_00_00080_ana_clean_dynamic_dark_modern.png,8,35,0
17_18_44_00081_dig_segmented.png,17_18_44_00081_ana_square_green_nature.png,17_18_44_00081_ana_clean_square_green_nature.png,17,18,44
05_24_00_00082_dig_segmented.png,05_24_00_00082_ana_square_dark_modern.png,05_24_00_00082_ana_clean_square_dark_modern.png,5,24,0
17_04_10_00083_dig_segmented.png,17_04_10_00083_ana_dynamic_green_nature.png,17_04_10_00083_ana_clean_dynamic_green_nature.png,17,4,10
18_38_41_00084_dig_lcd.png,18_38_41_00084_ana_square_green_nature.png,18_38_41_00084_ana_clean_square_green_nature.png,18,38,41
21_07_36_00085_dig_simple.png,21_07_36_00085_ana_square_green_nature.png,21_07_36_00085_ana_clean_square_green_nature.png,21,7,36
17_49_08_00086_dig_lcd.png,17_49_08_00086_ana_square_vintage_cream.png,17_49_08_00086_ana_clean_square_vintage_cream.png,17,49,8
09_42_37_00087_dig_simple.png,09_42_37_00087_ana_dynamic_dark_modern.png,09_42_37_00087_ana_clean_dynamic_dark_modern.png,9,42,37
22_18_35_00088_dig_segmented.png,22_18_35_00088_ana_square_vintage_cream.png,22_18_35_00088_ana_clean_square_vintage_cream.png,22,18,35
00_54_26_00089_dig_segmented.png,00_54_26_00089_ana_square_dark_modern.png,00_54_26_00089_ana_clean_square_dark_modern.png,0,54,26
06_43_15_00090_dig_segmented.png,06_43_15_00090_ana_square_classic_white.png,06_43_15_00090_ana_clean_square_classic_white.png,6,43,15
23_10_42_00091_dig_lcd.png,23_10_42_00091_ana_square_dark_modern.png,23_10_42_00091_ana_clean_square_dark_modern.png,23,10,42
20_54_16_00092_dig_segmented.png,20_54_16_00092_ana_square_minimal_gray.png,20_54_16_00092_ana_clean_square_minimal_gray.png,20,54,16
15_52_04_00093_dig_segmented.png,15_52_04_00093_ana_square_dark_modern.png,15_52_04_00093_ana_clean_square_dark_modern.png,15,52,4
05_28_53_00094_dig_simple.png,05_28_53_00094_ana_square_black_white.png,05_28_53_00094_ana_clean_square_black_white.png,5,28,53
19_51_07_00095_dig_segmented.png,19_51_07_00095_ana_square_classic_white.png,19_51_07_00095_ana_clean_square_classic_white.png,19,51,7
07_55_06_00096_dig_segmented.png,07_55_06_00096_ana_square_orange_warm.png,07_55_06_00096_ana_clean_square_orange_warm.png,7,55,6
04_40_55_00097_dig_simple.png,04_40_55_00097_ana_dynamic_gold_luxury.png,04_40_55_00097_ana_clean_dynamic_gold_luxury.png,4,40,55
00_57_48_00098_dig_segmented.png,00_57_48_00098_ana_dynamic_dark_modern.png,00_57_48_00098_ana_clean_dynamic_dark_modern.png,0,57,48
16_55_38_00099_dig_lcd.png,16_55_38_00099_ana_square_vintage_cream.png,16_55_38_00099_ana_clean_square_vintage_cream.png,16,55,38
19_56_55_00100_dig_segmented.png,19_56_55_00100_ana_square_gold_luxury.png,19_56_55_00100_ana_clean_square_gold_luxury.png,19,56,55
02_28_51_00101_dig_simple.png,02_28_51_00101_ana_dynamic_gold_luxury.png,02_28_51_00101_ana_clean_dynamic_gold_luxury.png,2,28,51
07_55_06_00102_dig_lcd.png,07_55_06_00102_ana_square_purple_elegant.png,07_55_06_00102_ana_clean_square_purple_elegant.png,7,55,6
22_53_40_00103_dig_lcd.png,22_53_40_00103_ana_dynamic_black_white.png,22_53_40_00103_ana_clean_dynamic_black_white.png,22,53,40
11_56_04_00104_dig_simple.png,11_56_04_00104_ana_square_gold_luxury.png,11_56_04_00104_ana_clean_square_gold_luxury.png,11,56,4
01_48_01_00105_dig_segmented.png,01_48_01_00105_ana_square_classic_white.png,01_48_01_00105_ana_clean_square_classic_white.png,1,48,1
01_06_38_00106_dig_segmented.png,01_06_38_00106_ana_dynamic_classic_white.png,01_06_38_00106_ana_clean_dynamic_classic_white.png,1,6,38
11_40_57_00107_dig_simple.png,11_40_57_00107_ana_square_blue_ocean.png,11_40_57_00107_ana_clean_square_blue_ocean.png,11,40,57
11_36_12_00108_dig_simple.png,11_36_12_00108_ana_square_green_nature.png,11_36_12_00108_ana_clean_square_green_nature.png,11,36,12
13_14_28_00109_dig_lcd.png,13_14_28_00109_ana_dynamic_black_white.png,13_14_28_00109_ana_clean_dynamic_black_white.png,13,14,28
17_05_37_00110_dig_segmented.png,17_05_37_00110_ana_dynamic_green_nature.png,17_05_37_00110_ana_clean_dynamic_green_nature.png,17,5,37
01_55_21_00111_dig_lcd.png,01_55_21_00111_ana_square_gold_luxury.png,01_55_21_00111_ana_clean_square_gold_luxury.png,1,55,21
17_45_19_00112_dig_segmented.png,17_45_19_00112_ana_square_blue_ocean.png,17_45_19_00112_ana_clean_square_blue_ocean.png,17,45,19
10_39_20_00113_dig_simple.png,10_39_20_00113_ana_square_vintage_cream.png,10_39_20_00113_ana_clean_square_vintage_cream.png,10,39,20
08_42_05_00114_dig_lcd.png,08_42_05_00114_ana_dynamic_green_nature.png,08_42_05_00114_ana_clean_dynamic_green_nature.png,8,42,5
02_26_26_00115_dig_segmented.png,02_26_26_00115_ana_square_black_white.png,02_26_26_00115_ana_clean_square_black_white.png,2,26,26
01_06_38_00116_dig_lcd.png,01_06_38_00116_ana_square_minimal_gray.png,01_06_38_00116_ana_clean_square_minimal_gray.png,1,6,38
02_26_42_00117_dig_simple.png,02_26_42_00117_ana_dynamic_black_white.png,02_26_42_00117_ana_clean_dynamic_black_white.png,2,26,42
08_19_16_00118_dig_lcd.png,08_19_16_00118_ana_square_vintage_cream.png,08_19_16_00118_ana_clean_square_vintage_cream.png,8,19,16
10_27_38_00119_dig_simple.png,10_27_38_00119_ana_square_minimal_gray.png,10_27_38_00119_ana_clean_square_minimal_gray.png,10,27,38
02_42_58_00120_dig_simple.png,02_42_58_00120_ana_dynamic_vintage_cream.png,02_42_58_00120_ana_clean_dynamic_vintage_cream.png,2,42,58
10_05_52_00121_dig_segmented.png,10_05_52_00121_ana_square_gold_luxury.png,10_05_52_00121_ana_clean_square_gold_luxury.png,10,5,52
23_34_03_00122_dig_lcd.png,23_34_03_00122_ana_dynamic_purple_elegant.png,23_34_03_00122_ana_clean_dynamic_purple_elegant.png,23,34,3
00_22_19_00123_dig_segmented.png,00_22_19_00123_ana_square_blue_ocean.png,00_22_19_00123_ana_clean_square_blue_ocean.png,0,22,19
07_12_52_00124_dig_segmented.png,07_12_52_00124_ana_dynamic_blue_ocean.png,07_12_52_00124_ana_clean_dynamic_blue_ocean.png,7,12,52
18_39_03_00125_dig_simple.png,18_39_03_00125_ana_square_blue_ocean.png,18_39_03_00125_ana_clean_square_blue_ocean.png,18,39,3
14_43_13_00126_dig_simple.png,14_43_13_00126_ana_square_purple_elegant.png,14_43_13_00126_ana_clean_square_purple_elegant.png,14,43,13
14_33_16_00127_dig_segmented.png,14_33_16_00127_ana_dynamic_orange_warm.png,14_33_16_00127_ana_clean_dynamic_orange_warm.png,14,33,16
05_37_16_00128_dig_lcd.png,05_37_16_00128_ana_dynamic_orange_warm.png,05_37_16_00128_ana_clean_dynamic_orange_warm.png,5,37,16
12_05_35_00129_dig_simple.png,12_05_35_00129_ana_square_purple_elegant.png,12_05_35_00129_ana_clean_square_purple_elegant.png,12,5,35
04_16_07_00130_dig_lcd.png,04_16_07_00130_ana_square_green_nature.png,04_16_07_00130_ana_clean_square_green_nature.png,4,16,7
13_20_25_00131_dig_lcd.png,13_20_25_00131_ana_dynamic_orange_warm.png,13_20_25_00131_ana_clean_dynamic_orange_warm.png,13,20,25
22_11_12_00132_dig_segmented.png,22_11_12_00132_ana_square_blue_ocean.png,22_11_12_00132_ana_clean_square_blue_ocean.png,22,11,12
12_44_15_00133_dig_segmented.png,12_44_15_00133_ana_dynamic_orange_warm.png,12_44_15_00133_ana_clean_dynamic_orange_warm.png,12,44,15
15_52_04_00134_dig_lcd.png,15_52_04_00134_ana_square_vintage_cream.png,15_52_04_00134_ana_clean_square_vintage_cream.png,15,52,4
04_17_18_00135_dig_segmented.png,04_17_18_00135_ana_square_orange_warm.png,04_17_18_00135_ana_clean_square_orange_warm.png,4,17,18
08_50_50_00136_dig_segmented.png,08_50_50_00136_ana_dynamic_green_nature.png,08_50_50_00136_ana_clean_dynamic_green_nature.png,8,50,50
18_12_16_00137_dig_lcd.png,18_12_16_00137_ana_dynamic_minimal_gray.png,18_12_16_00137_ana_clean_dynamic_minimal_gray.png,18,12,16
12_57_03_00138_dig_simple.png,12_57_03_00138_ana_dynamic_vintage_cream.png,12_57_03_00138_ana_clean_dynamic_vintage_cream.png,12,57,3
20_06_03_00139_dig_segmented.png,20_06_03_00139_ana_dynamic_orange_warm.png,20_06_03_00139_ana_clean_dynamic_orange_warm.png,20,6,3
17_49_30_00140_dig_simple.png,17_49_30_00140_ana_dynamic_gold_luxury.png,17_49_30_00140_ana_clean_dynamic_gold_luxury.png,17,49,30
10_11_31_00141_dig_lcd.png,10_11_31_00141_ana_square_minimal_gray.png,10_11_31_00141_ana_clean_square_minimal_gray.png,10,11,31
23_57_19_00142_dig_lcd.png,23_57_19_00142_ana_square_minimal_gray.png,23_57_19_00142_ana_clean_square_minimal_gray.png,23,57,19
04_17_18_00143_dig_lcd.png,04_17_18_00143_ana_dynamic_orange_warm.png,04_17_18_00143_ana_clean_dynamic_orange_warm.png,4,17,18
07_07_46_00144_dig_lcd.png,07_07_46_00144_ana_square_black_white.png,07_07_46_00144_ana_clean_square_black_white.png,7,7,46
17_38_20_00145_dig_simple.png,17_38_20_00145_ana_dynamic_blue_ocean.png,17_38_20_00145_ana_clean_dynamic_blue_ocean.png,17,38,20
22_38_30_00146_dig_segmented.png,22_38_30_00146_ana_dynamic_black_white.png,22_38_30_00146_ana_clean_dynamic_black_white.png,22,38,30
02_18_14_00147_dig_simple.png,02_18_14_00147_ana_square_purple_elegant.png,02_18_14_00147_ana_clean_square_purple_elegant.png,2,18,14
02_26_26_00148_dig_simple.png,02_26_26_00148_ana_dynamic_purple_elegant.png,02_26_26_00148_ana_clean_dynamic_purple_elegant.png,2,26,26
22_53_40_00149_dig_simple.png,22_53_40_00149_ana_square_black_white.png,22_53_40_00149_ana_clean_square_black_white.png,22,53,40
16_00_42_00150_dig_lcd.png,16_00_42_00150_ana_dynamic_orange_warm.png,16_00_42_00150_ana_clean_dynamic_orange_warm.png,16,0,42
15_32_58_00151_dig_simple.png,15_32_58_00151_ana_square_vintage_cream.png,15_32_58_00151_ana_clean_square_vintage_cream.png,15,32,58
18_39_03_00152_dig_lcd.png,18_39_03_00152_ana_square_vintage_cream.png,18_39_03_00152_ana_clean_square_vintage_cream.png,18,39,3
03_15_12_00153_dig_segmented.png,03_15_12_00153_ana_dynamic_dark_modern.png,03_15_12_00153_ana_clean_dynamic_dark_modern.png,3,15,12
02_32_15_00154_dig_simple.png,02_32_15_00154_ana_square_dark_modern.png,02_32_15_00154_ana_clean_square_dark_modern.png,2,32,15
08_21_17_00155_dig_lcd.png,08_21_17_00155_ana_dynamic_classic_white.png,08_21_17_00155_ana_clean_dynamic_classic_white.png,8,21,17
22_40_03_00156_dig_segmented.png,22_40_03_00156_ana_square_dark_modern.png,22_40_03_00156_ana_clean_square_dark_modern.png,22,40,3
16_05_54_00157_dig_segmented.png,16_05_54_00157_ana_dynamic_black_white.png,16_05_54_00157_ana_clean_dynamic_black_white.png,16,5,54
11_34_27_00158_dig_lcd.png,11_34_27_00158_ana_dynamic_gold_luxury.png,11_34_27_00158_ana_clean_dynamic_gold_luxury.png,11,34,27
08_47_37_00159_dig_lcd.png,08_47_37_00159_ana_dynamic_dark_modern.png,08_47_37_00159_ana_clean_dynamic_dark_modern.png,8,47,37
01_48_01_00160_dig_segmented.png,01_48_01_00160_ana_dynamic_green_nature.png,01_48_01_00160_ana_clean_dynamic_green_nature.png,1,48,1
06_20_07_00161_dig_lcd.png,06_20_07_00161_ana_square_blue_ocean.png,06_20_07_00161_ana_clean_square_blue_ocean.png,6,20,7
07_04_57_00162_dig_simple.png,07_04_57_00162_ana_square_minimal_gray.png,07_04_57_00162_ana_clean_square_minimal_gray.png,7,4,57
07_23_18_00163_dig_segmented.png,07_23_18_00163_ana_square_vintage_cream.png,07_23_18_00163_ana_clean_square_vintage_cream.png,7,23,18
07_12_52_00164_dig_segmented.png,07_12_52_00164_ana_square_vintage_cream.png,07_12_52_00164_ana_clean_square_vintage_cream.png,7,12,52
00_33_59_00165_dig_lcd.png,00_33_59_00165_ana_dynamic_vintage_cream.png,00_33_59_00165_ana_clean_dynamic_vintage_cream.png,0,33,59
19_14_49_00166_dig_lcd.png,19_14_49_00166_ana_dynamic_classic_white.png,19_14_49_00166_ana_clean_dynamic_classic_white.png,19,14,49
19_47_06_00167_dig_lcd.png,19_47_06_00167_ana_square_black_white.png,19_47_06_00167_ana_clean_square_black_white.png,19,47,6
00_07_59_00168_dig_simple.png,00_07_59_00168_ana_dynamic_blue_ocean.png,00_07_59_00168_ana_clean_dynamic_blue_ocean.png,0,7,59
17_04_10_00169_dig_lcd.png,17_04_10_00169_ana_square_dark_modern.png,17_04_10_00169_ana_clean_square_dark_modern.png,17,4,10
02_26_26_00170_dig_lcd.png,02_26_26_00170_ana_square_green_nature.png,02_26_26_00170_ana_clean_square_green_nature.png,2,26,26
17_56_55_00171_dig_lcd.png,17_56_55_00171_ana_square_orange_warm.png,17_56_55_00171_ana_clean_square_orange_warm.png,17,56,55
02_18_14_00172_dig_segmented.png,02_18_14_00172_ana_square_dark_modern.png,02_18_14_00172_ana_clean_square_dark_modern.png,2,18,14
02_42_58_00173_dig_simple.png,02_42_58_00173_ana_square_orange_warm.png,02_42_58_00173_ana_clean_square_orange_warm.png,2,42,58
13_31_01_00174_dig_lcd.png,13_31_01_00174_ana_square_blue_ocean.png,13_31_01_00174_ana_clean_square_blue_ocean.png,13,31,1
02_42_58_00175_dig_segmented.png,02_42_58_00175_ana_square_vintage_cream.png,02_42_58_00175_ana_clean_square_vintage_cream.png,2,42,58
15_52_04_00176_dig_lcd.png,15_52_04_00176_ana_dynamic_orange_warm.png,15_52_04_00176_ana_clean_dynamic_orange_warm.png,15,52,4
22_40_03_00177_dig_simple.png,22_40_03_00177_ana_dynamic_green_nature.png,22_40_03_00177_ana_clean_dynamic_green_nature.png,22,40,3
07_50_30_00178_dig_simple.png,07_50_30_00178_ana_square_classic_white.png,07_50_30_00178_ana_clean_square_classic_white.png,7,50,30
09_42_37_00179_dig_simple.png,09_42_37_00179_ana_square_orange_warm.png,09_42_37_00179_ana_clean_square_orange_warm.png,9,42,37
01_54_30_00180_dig_simple.png,01_54_30_00180_ana_dynamic_purple_elegant.png,01_54_30_00180_ana_clean_dynamic_purple_elegant.png,1,54,30
04_27_11_00181_dig_simple.png,04_27_11_00181_ana_dynamic_black_white.png,04_27_11_00181_ana_clean_dynamic_black_white.png,4,27,11
19_36_06_00182_dig_segmented.png,19_36_06_00182_ana_square_minimal_gray.png,19_36_06_00182_ana_clean_square_minimal_gray.png,19,36,6
10_54_15_00183_dig_segmented.png,10_54_15_00183_ana_dynamic_purple_elegant.png,10_54_15_00183_ana_clean_dynamic_purple_elegant.png,10,54,15
16_31_16_00184_dig_lcd.png,16_31_16_00184_ana_square_minimal_gray.png,16_31_16_00184_ana_clean_square_minimal_gray.png,16,31,16
03_49_27_00185_dig_lcd.png,03_49_27_00185_ana_dynamic_dark_modern.png,03_49_27_00185_ana_clean_dynamic_dark_modern.png,3,49,27
13_34_47_00186_dig_simple.png,13_34_47_00186_ana_square_dark_modern.png,13_34_47_00186_ana_clean_square_dark_modern.png,13,34,47
06_42_17_00187_dig_lcd.png,06_42_17_00187_ana_dynamic_black_white.png,06_42_17_00187_ana_clean_dynamic_black_white.png,6,42,17
14_19_55_00188_dig_segmented.png,14_19_55_00188_ana_dynamic_orange_warm.png,14_19_55_00188_ana_clean_dynamic_orange_warm.png,14,19,55
